separation, propensity, length, PredSS_r1_-1, PredSS_r1, PredSS_r1_1, PredSS_r2_-1, PredSS_r2, PrSS_fq_cn_H, PrSS_fq_cn_E, PrSS_fq_cn_C, PrCN_fq_cn_0, PrRCH_fq_cn0, PrRCH_fq_cn1, PrSA_fq_cn_0, PrSA_fq_cn_4, PrRCH_r1_-1, PrRCH_r1, PrRCH_r1_1, PrRCH_r2_-1, PrRCH_r2, PrRCH_r2_1, PrCN_r1_-1, PrCN_r1, PrCN_r1_1, PrCN_r2, PrSA_r1, PrSA_r2_-1, PrSA_r2, PrSA_r2_1, PrRCH_fq_gl0, PrRCH_fq_gl4, AA_fq_cn_A, AA_fq_cn_D, AA_fq_cn_E, AA_fq_cn_I, AA_fq_cn_F, PrSS_fq_gl_H, PrCN_fq_gl_0, PrSA_fq_gl_0, PSSM_r1_-4_A, PSSM_r1_-4_N, PSSM_r1_0_D, PSSM_r1_1_W, PSSM_r2_0_A, PSSM_cn_-2_A, PSSM_cn_-2_T, PSSM_cn_0_H, PSSM_cn_2_D, PSSM_cn_2_V, class
808,-0.609454376559503,1244,H,H,H,C,C,0.211,0.104,0.685,0.165,0.218,0.12,0.247,0.224,3,0,3,4,4,3,2,0,3,3,4,4,3,1,0.198,0.27,0.081,0.061,0.071,0.046,0.029,0.211,0.16,0.26,-2,-3,3,-3,-3,-2,-2,-2,-1,-1,positive
426,-0.521874289465868,711,H,H,C,C,C,0.336,0.148,0.515,0.386,0.344,0.186,0.148,0.398,1,1,0,0,1,0,2,0,0,0,4,3,4,4,0.342,0.006,0.073,0.071,0.064,0.061,0.061,0.387,0.405,0.139,0,-1,-1,-2,0,0,0,-1,-2,0,negative
41,0.141851067468977,151,E,E,E,E,C,0.15,0.45,0.4,0.3,0.35,0.3,0.125,0.4,3,3,1,0,1,0,3,4,1,1,0,4,3,4,0.338,0.046,0.0,0.075,0.15,0.025,0.025,0.272,0.278,0.185,-3,-6,-3,-7,-2,-1,-1,-2,-3,1,negative
23,0.00849402669097412,84,H,H,C,E,E,0.591,0.136,0.273,0.136,0.227,0.318,0.273,0.136,3,3,0,4,3,3,3,3,0,4,1,0,1,1,0.202,0.048,0.045,0.045,0.045,0.045,0.0,0.512,0.167,0.214,-5,-7,-7,-5,?,-2,-2,-2,6,-5,positive
22,-0.554961670106352,186,C,C,C,C,C,?,0.0,1.0,0.095,0.286,0.095,0.333,0.238,0,0,1,3,3,3,1,1,2,4,3,0,0,2,0.231,0.118,0.0,0.048,0.095,0.095,0.143,0.285,0.102,0.29,-5,-8,-5,-4,7,3,-2,-6,-1,-3,positive
23,-1.21703870652092,81,H,C,C,H,H,0.5,0.0,0.5,0.409,0.409,0.136,0.136,0.409,1,0,0,0,0,1,0,0,0,0,4,4,4,4,0.321,0.0,0.0,0.182,0.091,0.091,0.0,0.469,0.358,0.136,1,2,3,-3,1,-3,-3,-3,-2,-1,negative
65,-0.302960173485927,112,?,C,C,H,C,0.281,0.406,0.312,0.234,0.25,0.156,0.359,0.219,0,0,3,1,1,0,1,3,3,1,3,3,3,4,0.25,0.196,0.109,0.031,0.109,0.109,0.016,0.161,0.196,0.295,-1,-2,-3,-5,-2,-1,1,2,-3,1,negative
358,0.0224579343750499,587,C,C,C,C,C,0.244,0.137,0.619,?,0.171,0.081,0.314,0.137,3,3,3,0,0,0,3,3,4,0,3,4,4,4,0.191,0.221,0.106,0.064,0.039,0.034,0.056,0.249,0.126,0.296,-2,-1,-4,-8,2,0,2,-1,1,-2,negative
68,0.626348461004925,79,C,H,H,H,H,0.761,0.0,0.239,0.134,0.179,0.134,0.224,0.09,0,1,0,3,3,0,0,1,0,3,4,0,1,3,0.241,0.013,0.134,0.075,0.045,0.045,0.0,0.684,0.165,0.19,0,0,0,-5,-1,-1,3,-3,-7,2,negative
54,-0.998127178764788,201,E,E,E,C,C,0.245,0.189,0.566,0.0,0.113,0.132,0.321,0.113,3,3,1,3,0,0,4,3,2,1,3,3,4,4,0.204,0.149,0.075,0.057,0.057,0.019,0.038,0.308,0.095,0.284,-5,-4,-1,-4,-3,-1,1,4,-3,1,negative
23,-0.210874394342964,133,E,C,C,E,E,0.0,0.455,0.545,0.136,0.182,0.091,0.273,0.318,0,3,0,3,1,0,3,3,1,2,1,0,3,3,0.293,0.06,0.045,0.045,0.091,0.136,0.045,0.083,0.218,0.256,6,-3,-3,-3,-2,-2,1,1,?,1,positive
12,1.07714805227773,68,C,C,?,H,H,0.545,0.0,0.455,0.364,0.455,0.091,0.0,0.273,0,1,3,2,3,1,0,1,2,3,3,2,0,3,0.309,0.0,0.0,0.0,0.273,0.0,0.0,0.574,0.25,0.103,-1,2,0,-4,-7,1,2,-5,0,0,positive
23,0.891527706500162,187,E,E,C,H,C,0.727,0.0,?,0.045,0.045,0.091,0.5,0.045,3,4,3,1,3,0,4,4,4,2,0,3,2,4,0.219,0.139,0.136,0.136,0.0,0.091,0.0,0.433,0.128,0.267,-3,3,-6,-7,-2,-3,-3,-7,9,-10,negative
38,-0.479743680430727,182,C,C,E,H,H,0.243,0.162,0.595,0.216,0.243,0.135,0.189,0.243,3,1,3,0,0,3,3,2,3,1,3,4,3,1,0.236,0.126,0.027,0.081,0.054,0.027,0.027,0.346,0.137,0.275,1,0,0,-2,-2,-2,-3,-6,3,-4,negative
139,-0.082983637867,388,C,C,C,E,E,0.384,0.145,0.471,0.058,0.159,0.094,0.362,0.094,3,3,4,4,4,4,3,4,4,4,1,0,0,1,0.196,0.268,0.094,?,0.109,0.08,0.036,0.43,0.085,0.369,-3,3,-8,-6,1,-5,-4,-4,-4,1,negative
175,-0.786825817177853,382,C,C,H,H,H,0.293,0.08,0.626,0.115,0.241,0.086,0.19,0.144,3,3,3,1,0,1,4,3,4,0,2,3,4,3,0.264,0.141,0.109,0.057,0.046,0.017,0.017,0.209,0.152,0.199,2,-1,-4,-5,1,0,1,0,-1,-2,negative
11,-0.513657674901729,352,E,C,C,E,E,0.0,0.9,0.1,0.2,0.4,0.1,0.1,0.2,3,0,0,3,3,1,2,1,0,4,4,1,0,3,0.264,0.139,0.0,0.0,0.1,0.1,0.0,0.244,0.111,0.281,-2,0,5,-7,6,1,4,-4,1,-2,negative
46,-0.639215882166483,143,C,E,?,H,H,0.111,0.489,0.4,0.311,0.289,0.156,0.178,0.311,1,1,3,0,1,3,1,1,3,1,3,3,3,0,0.51,0.0,0.067,0.111,0.022,0.111,0.0,0.063,0.49,0.098,2,1,0,-3,-1,-1,0,-2,-2,2,negative
9,0.155025238316715,174,E,E,E,H,H,0.25,0.125,0.625,0.0,0.0,0.0,0.625,0.0,3,3,4,3,3,3,4,4,4,3,0,0,2,3,0.201,0.057,0.0,0.0,0.0,0.0,0.125,0.27,0.109,0.259,-4,-6,-5,-7,0,-3,-1,4,-5,2,negative
30,-0.593125221569842,129,E,E,E,C,E,0.207,0.517,0.276,0.103,0.345,0.069,0.207,0.172,3,3,3,3,3,3,3,3,4,3,3,0,3,0,0.411,0.0,0.103,0.0,0.069,0.034,0.0,0.24,0.31,0.225,-1,5,-1,-3,-1,0,-2,-2,-3,4,positive
112,-0.20707452348578,207,C,C,C,H,H,0.054,0.09,0.856,0.342,?,0.135,0.054,0.495,1,0,1,3,1,3,0,0,1,1,4,3,3,0,0.372,0.039,0.072,0.036,0.072,0.018,0.063,0.275,0.314,0.082,-1,0,-1,?,1,-2,-1,-2,-3,-4,negative
91,-0.593125221569842,105,C,C,C,C,C,0.356,0.144,0.5,0.122,0.244,0.167,0.211,0.167,3,3,0,3,0,3,3,3,1,0,2,2,4,3,0.238,0.076,0.067,0.144,0.033,0.089,0.033,0.305,0.114,0.238,6,-5,-4,-4,4,0,-1,-2,-7,-3,negative
41,-0.458693071566617,122,C,C,C,H,H,0.075,0.4,0.525,0.325,0.375,0.125,0.225,0.325,3,1,3,1,1,0,3,3,3,0,3,4,4,4,0.467,0.0,0.025,0.1,0.075,0.075,0.1,0.369,0.434,0.148,-2,-4,-1,-3,-1,-2,-1,-1,-4,1,negative
99,0.161958287099179,156,C,C,C,E,E,0.122,0.52,0.357,0.255,0.347,0.163,0.163,0.255,0,0,1,3,3,3,0,1,1,4,4,0,1,1,0.353,0.0,0.082,0.071,0.112,0.061,0.031,0.096,0.244,0.147,1,-1,1,-4,-2,0,0,-4,-5,3,negative
220,-0.667642937365069,470,C,C,C,H,H,0.151,0.142,0.708,0.155,0.283,0.059,0.114,0.379,0,0,0,4,4,4,1,0,1,4,4,3,0,0,0.228,0.219,0.105,0.078,0.037,0.027,0.05,0.109,0.104,0.14,0,0,3,-2,4,-1,-2,-5,2,-3,negative
42,0.782157885540707,173,H,H,H,H,H,0.463,0.098,0.439,0.293,0.244,0.293,0.195,0.366,0,3,2,1,3,3,0,3,1,3,2,3,0,0,0.347,0.035,0.122,0.0,0.073,0.024,0.024,0.266,0.382,0.15,0,0,-4,-3,-1,0,1,-4,-1,-1,negative
48,-0.2299948018255,111,H,H,H,C,C,0.66,0.0,0.34,0.234,0.34,0.149,0.234,0.255,4,4,4,3,0,0,4,4,4,1,0,1,4,3,0.306,0.09,0.085,0.106,0.085,0.085,0.064,0.622,0.171,0.207,-3,-6,-6,-6,0,-2,1,-5,1,-2,negative
33,0.750050468117254,206,H,H,H,H,H,0.469,0.188,0.344,0.344,0.375,0.062,0.125,0.344,0,3,3,1,3,3,0,3,3,3,0,3,1,0,0.306,0.029,0.031,0.0,0.25,0.031,0.062,0.272,0.345,0.218,-1,0,-4,-3,-3,-1,-1,-2,-1,-2,negative
59,-1.44429440741442,102,C,C,E,E,C,0.345,0.259,0.397,0.121,0.293,0.259,0.241,0.207,0,1,1,3,1,3,0,2,2,2,3,0,3,4,0.392,0.0,0.172,0.069,0.034,0.052,0.034,0.373,0.284,0.157,0,2,-2,-4,0,0,-1,0,0,0,positive
151,0.702477190922726,555,E,E,E,E,E,0.067,0.353,0.58,0.3,0.36,0.127,0.227,0.313,1,3,1,3,4,0,2,3,?,4,1,0,0,3,0.355,0.049,0.06,0.06,0.04,0.067,0.053,0.061,0.306,0.213,-1,-3,-2,-3,-1,1,-1,-2,-3,2,negative
19,-0.496799443754293,150,E,E,E,C,C,0.0,0.056,0.944,0.056,0.111,0.111,0.0,0.167,3,3,3,3,3,1,4,3,4,3,3,3,4,3,0.307,0.067,0.056,0.0,0.111,0.0,0.0,0.287,0.16,0.167,-3,-2,-3,12,-5,1,0,0,1,-2,negative
6,0.161795577266193,95,H,H,H,H,H,1.0,0.0,0.0,0.2,0.2,0.6,0.2,0.2,3,0,1,1,2,0,3,0,1,3,4,3,1,3,0.358,0.0,0.0,0.0,0.0,0.2,0.0,0.832,0.368,0.126,-1,3,0,-4,-3,1,3,-3,-5,5,negative
147,-0.91658152710323,226,H,H,H,C,C,0.37,0.171,0.459,0.164,0.226,0.151,0.308,0.192,0,0,1,3,3,3,0,0,0,4,4,1,1,1,0.248,0.128,0.137,0.068,0.082,0.055,0.027,0.394,0.181,0.292,0,-1,1,-2,-3,1,-4,3,-6,-5,negative
78,0.702477190922726,203,H,H,H,E,E,0.26,0.169,0.571,0.195,?,0.143,0.234,0.247,1,3,3,1,3,2,0,3,3,3,0,3,0,3,0.3,0.113,0.0,0.026,0.13,0.013,0.039,0.404,0.296,0.217,?,2,-3,-2,-2,-1,-1,1,-3,2,negative
18,0.423951901331434,164,C,C,E,E,C,0.0,0.529,0.471,0.353,0.353,0.235,0.176,0.294,0,3,3,0,1,3,1,3,3,1,3,4,4,4,0.341,0.018,0.0,0.0,0.118,0.0,0.0,0.0,0.189,0.152,-3,-3,0,-5,-1,1,-1,0,0,-2,positive
109,1.16304154068476,124,H,H,H,H,H,0.778,0.0,0.222,0.306,0.306,0.204,0.185,?,2,3,1,3,3,0,1,3,1,3,0,0,0,3,0.306,0.016,0.037,0.046,0.093,0.083,0.037,0.75,0.282,0.185,-2,-2,-4,-4,-2,-1,-2,-2,-3,0,positive
189,-0.490139830505063,212,H,H,H,C,C,0.096,0.266,0.638,0.181,0.277,0.154,0.128,0.271,3,0,0,3,3,3,3,0,0,4,4,3,1,0,0.297,0.071,0.059,0.08,0.048,0.059,0.048,0.113,0.184,0.127,0,1,-1,-5,-7,-2,2,4,-6,-1,negative
204,-0.788595512854148,431,E,E,E,C,C,0.0,0.409,0.591,0.079,0.305,0.069,0.158,0.335,4,4,4,0,0,0,4,4,4,3,3,4,3,4,0.362,0.095,0.03,0.103,0.059,0.069,0.025,0.009,0.172,0.139,-3,2,7,-6,1,0,-1,-2,0,-1,negative
384,-0.667642937365069,409,E,E,C,E,E,0.068,0.389,0.543,0.146,0.29,0.089,0.17,0.251,3,3,0,1,2,2,4,3,1,2,3,3,3,3,0.284,0.076,0.094,0.057,0.023,0.031,0.039,0.064,0.142,0.174,-3,1,1,-5,1,-3,1,-3,-8,-2,positive
19,0.0916735225847155,123,H,H,H,H,H,0.5,0.0,0.5,0.556,0.444,0.222,0.0,0.667,3,0,1,2,0,0,3,0,0,0,4,3,4,3,0.407,0.016,0.167,0.0,0.056,0.111,0.0,0.415,0.488,0.098,2,0,1,-3,2,-1,0,-1,-4,-2,negative
367,0.752515289393147,865,H,H,H,C,C,0.514,0.112,0.374,0.221,0.29,0.12,0.216,0.243,3,3,3,0,1,0,4,3,2,1,0,4,3,4,0.238,0.129,0.117,0.071,0.071,0.041,0.046,0.394,0.168,0.242,-2,-4,-5,1,1,-2,-2,-5,-5,4,negative
162,0.635167042481844,217,E,C,C,H,H,0.596,0.068,0.335,0.248,0.267,0.186,0.242,0.224,0,2,0,0,3,2,1,3,0,3,3,3,1,1,0.253,0.12,0.05,0.087,0.081,0.043,0.062,0.502,0.212,0.24,-3,0,-2,-1,-6,5,0,-1,2,-5,negative
46,-0.082983637867,477,E,E,E,C,C,0.4,0.178,0.422,0.067,0.111,0.156,0.222,0.089,3,3,3,3,0,3,4,4,4,0,0,1,4,1,0.243,0.176,0.0,0.089,0.111,0.111,0.111,0.419,0.201,0.252,0,-1,-6,0,0,2,-2,-2,-1,-2,negative
40,-0.381820596156714,105,C,C,C,C,C,0.0,0.333,0.667,0.282,0.538,0.077,0.205,0.436,1,3,3,0,0,X,3,3,3,0,3,4,4,X,0.476,0.0,0.103,0.026,0.026,0.051,0.026,0.143,0.352,0.124,-1,-2,-3,4,0,1,-1,-1,-3,1,positive
22,1.28178614827365,711,H,H,H,C,C,0.333,0.286,0.381,0.524,0.286,0.238,0.19,0.429,3,3,3,3,3,3,3,3,3,3,0,4,3,3,0.342,0.006,0.143,0.095,0.143,0.048,0.095,0.387,?,0.139,0,-1,-1,-2,-2,0,0,-1,0,-2,positive
53,-0.196026973436611,158,C,H,H,H,H,0.423,0.096,0.481,0.404,0.442,0.019,0.115,0.538,0,0,0,3,3,0,0,1,0,3,4,4,1,4,0.468,0.0,0.231,0.019,0.038,0.058,0.019,0.335,0.456,0.114,-1,3,-1,-1,-1,-1,-1,-1,-4,-2,positive
300,0.243707525524993,516,H,C,C,C,C,0.177,0.271,0.552,0.191,0.301,0.137,0.217,0.281,0,1,0,0,2,1,0,1,0,3,3,4,3,3,0.295,0.149,0.09,0.07,0.05,0.054,0.03,0.221,0.178,0.24,-1,-3,0,-3,0,-2,0,-1,-5,0,negative
36,-0.765241199185645,362,C,C,C,E,E,0.2,0.229,0.571,0.229,0.286,0.229,0.143,0.314,0,0,2,3,3,3,0,0,3,3,4,2,3,0,0.24,0.16,0.029,0.057,0.029,0.057,0.0,0.268,0.13,0.196,1,3,0,0,-2,-3,-3,-1,-2,-2,negative
44,-0.143784113262591,187,E,E,E,H,H,0.116,0.326,0.558,0.302,0.279,0.186,0.116,?,3,1,3,2,2,0,3,1,4,2,3,1,3,4,0.412,0.043,0.047,0.07,0.047,0.093,0.093,0.225,0.396,0.07,-1,4,-1,?,-1,0,-1,-2,0,-2,positive
66,-0.717098056127927,173,C,C,C,H,H,0.338,0.185,0.477,0.215,0.354,0.123,0.169,0.215,0,0,0,3,1,0,0,0,0,1,4,0,3,3,0.393,0.092,0.046,0.077,0.077,0.092,0.015,0.243,0.306,0.173,0,0,2,-2,-1,-1,0,1,0,-2,positive
109,-0.28742697552208,144,C,C,C,H,H,0.519,0.0,0.481,0.306,0.259,0.111,0.194,0.25,3,0,3,2,1,0,3,0,3,0,4,2,3,4,0.271,0.16,0.083,0.046,0.111,0.037,0.056,0.458,0.368,0.181,0,0,1,?,-2,-2,-2,-2,-5,-3,negative
133,-0.906490955401671,431,E,E,E,E,E,0.0,0.371,0.629,0.068,0.265,0.061,0.159,0.318,3,3,3,3,3,3,4,3,4,3,2,0,3,3,0.362,0.095,0.038,0.098,0.038,0.091,0.03,0.009,0.172,0.139,0,-1,-4,-6,-1,1,1,-1,-1,0,positive
91,-0.765241199185645,175,H,C,C,E,E,0.044,0.444,0.511,0.3,0.344,0.178,0.144,0.467,0,0,0,3,0,3,0,0,1,2,4,0,4,1,0.257,0.137,0.0,0.078,0.089,0.111,0.044,0.074,0.189,0.206,2,0,1,-5,1,-1,3,4,-3,1,negative
9,-0.788595512854148,366,C,C,C,E,E,0.0,0.5,0.5,0.0,0.0,0.0,0.625,0.0,0,3,3,4,3,3,1,3,3,4,1,0,2,0,0.238,0.107,0.0,0.0,0.0,0.0,0.0,0.161,0.085,0.306,1,-5,6,-5,-5,-4,-5,-6,-5,?,negative
104,-0.378754566920846,295,E,E,E,H,H,0.466,0.117,0.417,0.165,0.214,0.097,0.379,0.117,4,4,4,3,1,0,4,4,4,1,0,0,3,4,0.186,0.285,0.107,0.049,0.097,0.029,0.0,0.485,0.139,0.369,-3,-3,-6,-4,-2,-5,-5,-1,-5,6,positive
93,0.569305889031935,214,C,C,C,H,H,0.196,0.13,0.674,0.076,0.207,0.174,0.25,0.141,3,3,3,1,3,1,3,4,3,3,0,3,0,3,0.28,0.056,0.109,0.109,0.076,0.054,0.022,0.178,0.168,0.215,1,0,-9,-6,5,-1,3,0,-3,-1,negative
66,-0.637628516238633,329,C,C,E,C,C,0.185,0.246,0.569,0.062,0.231,0.123,0.277,0.138,0,1,1,0,0,0,1,2,3,0,3,4,4,4,0.191,0.325,0.123,0.015,0.169,0.0,0.0,0.471,0.073,0.407,2,0,-2,-6,-1,-2,-3,-1,-4,-4,negative
52,0.118216343339941,113,C,C,C,C,E,0.275,0.333,0.392,0.137,0.294,0.176,0.216,0.333,0,0,0,3,3,3,0,0,0,4,4,3,0,3,0.301,0.0,0.157,0.118,0.078,0.039,0.02,0.345,0.204,0.239,-3,-5,1,-4,-1,2,-1,-2,-4,4,negative
104,-0.278919205603454,322,H,H,H,C,C,0.427,?,0.485,0.146,0.184,0.107,0.369,0.126,0,3,3,0,0,0,1,3,3,0,2,4,4,4,0.177,0.283,0.117,0.068,0.068,0.029,0.049,0.5,0.14,0.345,-2,-2,-5,-6,0,-4,-3,-5,-5,2,negative
220,-0.609454376559503,418,E,E,C,C,C,0.274,0.26,0.466,0.018,0.114,0.128,0.42,0.087,3,0,0,0,1,3,3,1,1,1,4,4,3,0,0.124,0.254,0.114,0.055,0.078,0.082,0.032,0.321,0.019,0.414,-2,0,3,-5,-1,-3,-2,-2,-5,-7,negative
131,-0.494579528651966,140,X,C,C,H,H,0.769,0.0,0.231,0.308,0.331,0.215,0.215,0.262,X,0,1,3,1,3,X,1,3,0,4,0,3,2,0.336,?,0.146,0.054,0.038,0.031,0.054,0.764,0.3,0.214,0,0,-5,-5,1,0,1,-5,1,-2,positive
55,0.636381526324397,206,E,E,E,C,E,0.352,0.093,0.556,0.185,0.333,0.148,0.167,0.278,3,4,4,3,3,3,4,4,4,3,0,4,3,0,0.282,0.126,0.019,0.074,0.093,0.056,0.037,0.364,0.17,0.267,0,-1,-7,-9,3,-4,0,-4,-8,4,negative
540,-0.338301598677306,1244,C,C,C,E,E,0.18,0.143,0.677,0.156,0.208,0.1,0.271,0.252,3,3,3,4,4,4,3,3,4,4,3,0,0,0,0.198,0.27,0.078,0.058,0.067,0.035,0.033,0.211,0.16,0.26,4,-2,3,-3,-1,-1,-2,-1,0,-2,negative
68,-0.333984599122975,202,C,C,C,E,C,0.0,0.313,0.687,0.224,0.373,0.03,0.179,0.388,0,0,2,3,3,3,0,0,3,4,4,3,1,3,0.307,0.089,0.03,0.104,0.03,0.045,0.03,0.03,0.203,0.178,0,-1,4,-2,2,-2,1,0,-1,3,negative
78,0.177533017880865,92,E,E,E,E,E,0.364,0.078,0.558,0.169,0.338,0.143,0.195,0.169,3,3,3,3,3,3,3,4,4,4,1,0,0,3,0.326,0.033,0.052,0.052,0.065,0.052,0.065,0.304,0.174,0.196,3,-4,-5,-6,-4,-2,-1,-5,-2,-5,positive
137,-1.62414912760972,212,H,H,H,C,H,0.301,0.125,0.574,0.243,0.265,0.147,0.213,0.287,3,1,3,3,0,0,3,2,2,1,3,2,4,3,0.255,0.127,0.118,0.081,0.051,0.037,0.029,0.34,0.193,0.264,-1,-6,-2,-5,-1,-1,-2,-6,-7,5,negative
28,0.0989227983205789,516,C,C,C,H,H,0.593,0.0,?,0.259,0.333,0.111,0.148,0.296,4,4,4,1,0,0,4,4,3,0,0,4,4,4,0.295,0.149,0.111,0.037,0.111,0.037,0.037,0.221,0.178,0.24,-4,8,-4,0,3,0,-3,-4,-6,1,negative
91,-0.673775173482879,201,H,H,H,C,C,0.456,0.144,0.4,0.089,0.178,0.156,0.233,0.1,3,3,1,0,0,0,3,3,1,0,1,4,3,4,0.219,0.06,0.067,0.022,0.078,0.056,0.022,0.368,0.119,0.209,-3,-3,-8,-4,0,-3,-3,-2,-4,-5,negative
111,0.734121565165707,157,E,E,E,C,C,0.309,0.182,0.509,0.155,0.218,0.109,0.318,0.145,3,3,3,3,3,3,3,4,4,3,0,3,1,1,0.261,0.14,0.073,0.073,0.045,0.073,0.036,0.338,0.172,0.274,0,1,-7,-6,-4,0,-1,6,-6,-8,negative
64,-0.0033845481715603,216,C,C,C,C,H,?,0.302,0.698,0.063,0.222,0.111,0.27,0.175,1,1,3,3,4,4,1,3,?,4,3,2,0,1,0.204,0.176,0.063,0.079,0.032,0.079,0.016,0.296,0.102,0.315,-5,-8,-1,-7,-4,0,0,2,-2,0,negative
271,-0.703394992005171,397,C,C,C,C,C,0.17,0.326,0.504,0.296,0.315,0.144,0.17,0.33,0,3,0,0,0,1,0,3,0,0,4,4,4,3,0.307,0.013,0.089,0.033,0.048,0.074,0.067,0.305,0.3,0.199,0,0,-3,-2,-2,-1,-1,-4,1,-3,positive
465,0.551778417434986,764,H,C,C,C,C,0.418,0.088,0.494,0.14,0.211,0.155,0.302,0.168,3,3,0,4,4,3,4,3,1,4,3,0,0,0,?,0.226,0.078,0.056,0.071,0.069,0.062,0.365,0.161,0.313,-5,-6,-2,-5,-4,-4,-4,-2,-3,-5,negative
37,-0.620222019076863,143,E,E,E,E,E,0.0,0.528,0.472,0.083,0.306,0.083,0.194,0.25,3,3,3,3,3,3,?,3,4,4,3,3,0,3,0.399,0.035,0.028,0.056,0.139,0.028,0.056,0.0,0.287,0.189,-2,-3,-3,-6,-5,0,1,-1,4,-2,positive
225,0.752515289393147,321,H,H,H,C,C,0.183,0.237,0.58,0.134,0.237,0.138,0.281,0.196,3,3,0,3,3,1,4,3,1,3,1,2,1,3,0.237,0.1,0.067,0.08,0.067,0.031,0.054,0.146,0.115,0.271,-3,-2,-4,-6,4,5,-1,6,-6,4,negative
60,-0.348437167796208,249,C,C,H,E,E,0.322,0.186,0.492,0.085,0.237,0.068,0.39,0.119,3,1,0,3,3,3,3,1,0,3,3,1,1,1,0.221,0.185,0.136,0.085,0.068,0.119,0.0,0.321,0.108,0.325,-5,-4,4,-4,-1,-6,-5,-7,-8,-5,negative
26,-0.601614815050865,156,E,E,E,E,E,0.4,0.2,0.4,0.28,0.4,0.16,0.16,0.36,3,3,3,3,3,3,4,3,3,3,3,0,3,0,0.423,0.006,0.04,0.0,0.0,0.08,0.0,0.256,0.397,0.122,0,-1,-2,0,1,1,1,-3,-1,-1,negative
6,0.053514712056863,215,E,E,C,C,C,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.0,?,4,4,4,4,4,4,4,?,4,0,0,0,0,0.186,0.251,0.2,0.2,0.0,0.2,0.0,0.302,0.126,0.381,-1,0,-5,-8,-4,-3,-3,-2,6,-5,negative
111,-0.348437167796208,175,C,H,H,H,H,0.682,0.0,0.318,0.355,0.291,0.227,0.182,0.382,1,0,0,3,3,3,0,0,0,1,4,0,3,3,0.309,0.0,0.127,0.027,0.055,0.027,0.036,0.691,0.383,0.189,-1,2,2,-3,-1,0,0,3,-2,-1,negative
235,-0.381820596156714,610,H,H,H,C,C,0.479,0.064,0.457,0.124,0.214,0.145,0.269,0.132,4,4,4,2,0,1,4,4,4,0,0,3,4,4,?,0.139,0.038,0.056,0.081,0.034,0.068,0.334,0.164,0.221,-5,-7,-5,-5,1,-4,-5,-4,-4,-4,negative
91,-0.760335435085317,301,C,C,C,C,H,0.256,0.122,0.622,0.033,0.089,0.067,0.322,0.044,3,1,1,0,0,0,3,1,2,0,3,3,4,4,0.199,0.183,0.133,0.067,0.044,0.033,0.033,0.442,0.13,0.252,-2,6,-2,-6,2,-6,-5,-3,1,-2,negative
181,-0.91658152710323,364,H,H,H,C,C,0.211,0.311,0.478,0.056,0.206,0.117,0.283,0.117,1,0,1,4,4,4,1,0,1,4,4,1,1,0,0.214,0.165,0.078,0.061,0.061,0.039,0.05,0.283,0.088,0.305,?,-5,2,-3,1,-2,-4,3,-1,0,negative
308,-0.7516567619976,452,C,E,E,E,C,0.0,0.254,0.746,0.228,0.313,0.081,0.153,0.349,3,4,4,3,0,0,4,4,4,1,0,1,3,4,0.316,0.148,0.055,0.055,0.029,0.052,0.029,0.0,0.217,0.162,-2,0,-5,-3,-1,0,-4,-2,-4,0,negative
40,0.00338676056349828,79,C,H,H,C,C,0.744,0.0,0.256,0.205,0.205,0.179,0.205,0.154,0,1,0,3,3,1,0,1,0,4,4,1,0,3,0.241,0.013,0.128,0.128,0.051,0.077,0.0,0.684,0.165,0.19,0,0,0,-5,1,1,-1,-4,2,-6,negative
6,-0.0815048904778718,252,C,C,C,C,C,0.0,0.0,1.0,0.4,0.6,0.2,0.0,0.6,3,3,1,0,0,0,3,3,1,0,1,4,4,4,0.306,0.123,0.0,0.0,0.0,0.2,0.0,0.321,0.246,0.21,-2,3,-1,1,1,1,1,-2,0,-1,positive
28,0.0989227983205789,244,H,H,H,E,E,0.296,0.444,0.259,0.074,0.222,0.259,0.333,0.074,0,1,3,2,3,0,0,1,3,4,3,3,0,3,0.299,0.02,0.037,0.074,0.111,0.111,0.037,0.168,0.123,0.238,?,-5,2,2,3,-1,1,-4,-4,0,positive
22,-0.598349082390416,180,C,C,C,C,C,0.0,0.143,0.857,0.238,0.429,0.048,0.143,0.476,0,0,3,3,0,0,0,3,3,0,3,4,4,4,0.461,0.011,0.0,0.0,0.0,0.048,0.0,0.017,0.367,0.078,-1,-2,-1,-4,1,-1,0,0,-1,-2,negative
82,-0.228215338032845,492,H,H,C,H,H,0.457,0.148,0.395,0.21,0.321,0.136,0.198,0.222,3,0,0,1,3,1,3,0,1,3,4,3,0,3,0.323,0.128,0.086,0.062,0.062,0.086,0.062,0.417,0.244,0.177,1,1,2,-5,0,-5,-4,2,4,-2,negative
27,-0.465064929362257,304,C,C,C,H,H,0.462,0.154,0.385,0.308,0.308,0.269,0.077,0.308,2,0,1,0,1,3,0,0,1,1,4,3,3,0,0.28,0.043,0.154,0.038,0.077,?,0.115,0.457,0.299,0.174,-1,-1,5,-2,-1,3,3,-2,-4,0,positive
